customer_id,age,gender,income,years_member
8879,64,O,76000,5
8880,56,F,57000,7
8881,74,F,36000,4
8882,56,F,76000,4
8883,76,M,50000,4
8884,68,F,97000,5
8885,66,M,88000,6
8886,47,M,30000,9
8887,38,M,37000,4
8889,45,M,43000,6
8890,62,M,72000,7
8891,63,M,40000,8
8892,64,F,92000,5
8893,70,M,31000,5
8894,41,M,81000,5
8895,28,M,30000,5
8896,73,F,80000,6
8898,54,F,61000,7
8900,57,M,103000,5
8901,45,M,63000,8
8902,49,F,95000,4
8903,65,M,52000,5
8904,62,M,90000,4
8905,56,M,59000,4
8906,42,M,47000,7
8907,67,M,51000,4
8908,53,M,33000,6
8909,74,M,45000,6
8910,58,F,72000,7
8911,58,F,44000,6
8912,62,M,103000,6
8913,24,M,32000,7
8914,61,F,60000,5
8915,49,M,45000,4
8916,36,M,34000,5
8917,71,F,110000,5
8918,23,M,48000,4
8919,40,F,98000,4
8920,34,M,31000,4
8921,74,M,66000,6
8922,89,F,63000,5
8923,26,F,64000,4
8924,19,M,71000,7
8925,29,M,47000,4
8926,72,M,59000,9
8927,56,F,87000,6
8928,50,M,39000,5
8929,52,F,63000,6
8930,84,F,88000,6
8932,22,M,43000,4
8933,40,F,51000,7
8934,55,M,119000,6
8935,48,F,69000,5
8936,35,F,54000,4
8937,45,M,63000,6
8938,33,M,73000,5
8939,68,M,105000,7
8940,27,M,41000,4
8941,57,F,64000,6
8943,28,M,60000,5
8944,23,F,61000,5
8945,68,M,99000,5
8946,38,F,56000,7
8947,59,M,95000,4
8948,49,F,73000,5
8949,64,M,69000,9
8950,60,M,50000,5
8953,64,M,55000,5
8954,29,M,51000,7
8955,25,M,47000,4
8956,46,M,47000,5
8957,51,F,81000,6
8959,23,M,36000,6
8960,77,O,63000,4
8961,40,F,47000,9
8963,23,F,65000,5
8964,75,O,52000,7
8965,49,M,83000,4
8966,37,F,33000,6
8967,81,M,40000,4
8968,37,M,56000,5
8969,88,M,52000,4
8970,22,M,44000,4
8971,47,F,66000,5
8972,40,M,35000,5
8973,51,F,86000,6
8974,80,M,65000,5
8975,44,M,51000,4
8976,69,F,79000,5
8978,83,M,48000,8
8979,39,M,33000,9
8980,28,M,44000,5
8981,49,F,81000,6
8982,81,M,50000,4
8983,57,M,103000,4
8984,38,M,70000,4
8985,32,M,47000,4
8986,43,F,38000,9
8987,66,F,57000,5
8988,79,M,103000,5
8989,69,M,74000,6
8991,55,F,115000,6
8992,42,F,100000,6
8993,25,M,35000,5
8994,58,M,71000,4
8995,23,M,70000,5
8996,73,F,35000,7
8997,64,M,54000,5
8998,52,M,77000,5
8999,36,O,88000,4
9000,55,F,71000,5
9001,56,F,77000,6
9004,51,F,108000,6
9005,76,F,66000,5
9006,19,M,59000,7
9008,51,M,75000,5
9009,42,M,44000,4
9010,37,F,78000,4
9012,52,F,119000,4
9013,56,M,53000,4
9014,55,F,65000,5
9015,68,F,59000,5
9016,48,M,74000,6
9017,60,M,79000,6
9018,75,M,92000,6
9019,28,F,35000,5
9020,48,F,79000,5
9021,61,F,37000,5
9022,29,M,31000,5
9023,39,M,81000,4
9025,68,M,40000,8
9026,58,F,112000,5
9027,62,F,77000,5
9028,68,F,77000,5
9029,40,F,79000,7
9030,48,F,74000,4
9031,91,F,64000,5
9033,57,F,62000,7
9034,37,M,66000,4
9035,57,M,33000,5
9036,62,M,92000,5
9037,65,M,33000,9
9038,61,M,62000,6
9039,50,M,43000,4
9040,61,F,31000,4
9041,51,F,61000,5
9042,91,F,57000,5
9043,53,F,80000,5
9046,40,M,91000,4
9047,53,F,71000,4
9048,44,M,48000,4
9050,22,M,54000,8
9051,40,F,86000,5
9052,81,M,67000,7
9053,41,M,54000,5
9054,50,F,81000,6
9055,52,F,58000,4
9056,60,M,91000,6
9057,57,M,91000,7
9059,75,F,35000,7
9060,38,M,51000,5
9061,33,F,59000,5
9062,38,M,74000,4
9063,52,M,46000,4
9064,27,M,31000,4
9065,86,M,58000,7
9067,18,M,48000,4
9068,23,M,35000,5
9069,74,F,83000,5
9070,81,F,103000,6
9071,53,F,85000,6
9072,54,M,35000,5
9073,44,F,98000,4
9074,53,F,98000,5
9075,24,M,44000,4
9076,78,F,68000,4
9077,43,F,75000,6
9078,60,F,61000,6
9079,88,F,90000,5
9080,63,M,44000,6
9082,30,M,41000,5
9083,35,M,71000,8
9084,64,F,91000,6
9085,63,F,71000,5
9087,69,F,105000,4
9088,51,F,78000,7
9089,76,M,54000,5
9090,58,F,71000,7
9091,46,M,86000,5
9092,51,M,73000,5
9093,69,F,101000,4
9094,79,F,50000,9
9095,55,F,115000,5
9096,27,M,43000,6
9098,67,O,58000,5
9100,52,O,40000,5
9101,20,F,50000,5
9102,24,M,39000,6
9103,61,F,102000,6
9104,22,M,68000,4
9105,48,F,96000,6
9106,44,F,62000,4
9107,41,M,38000,5
9108,55,M,73000,5
9109,33,M,53000,6
9110,46,M,72000,8
9111,27,M,49000,8
9113,63,F,76000,7
9114,33,M,40000,8
9115,42,F,54000,6
9116,89,F,38000,7
9118,64,F,75000,5
9119,30,O,48000,5
9120,50,F,57000,4
9121,26,F,69000,7
9123,67,F,61000,7
9124,25,M,58000,5
9125,69,M,39000,7
9126,74,F,84000,4
9127,34,F,71000,6
9128,37,M,70000,7
9129,82,M,74000,6
9130,51,M,89000,4
9131,48,M,47000,4
9132,49,M,51000,8
9133,81,M,115000,5
9134,75,M,76000,4
9136,52,F,76000,5
9137,34,M,35000,5
9138,56,M,87000,6
9140,84,F,73000,6
9141,26,M,38000,5
9142,67,F,43000,9
9143,41,M,70000,4
9144,58,F,39000,5
9145,53,M,92000,5
9146,37,M,75000,6
9147,46,M,37000,5
9148,49,M,93000,4
9149,37,M,56000,5
9151,84,M,109000,4
9152,21,M,41000,5
9153,79,M,55000,4
9154,71,F,90000,5
9155,27,M,42000,5
9156,49,F,73000,5
9157,47,M,56000,5
9158,28,M,62000,4
9159,43,F,68000,6
9160,18,M,54000,5
9161,74,F,35000,5
9162,67,M,94000,6
9163,56,F,63000,6
9164,39,M,61000,7
9165,45,F,60000,5
9166,52,F,65000,5
9167,65,F,51000,6
9168,79,M,56000,5
9169,42,F,65000,8
9170,57,F,95000,5
9171,30,M,49000,8
9172,69,M,103000,4
9173,63,M,95000,4
9174,49,F,73000,6
9175,30,M,50000,9
9176,57,M,73000,7
9177,33,M,38000,5
9178,82,F,40000,5
9179,83,F,69000,6
9180,68,M,39000,6
9181,52,F,70000,4
9182,19,M,30000,4
9183,30,F,40000,5
9184,81,M,60000,7
9186,55,F,67000,5
9187,47,M,62000,5
9188,28,O,33000,5
9189,45,M,40000,4
9190,60,M,118000,7
9192,68,F,51000,5
9193,67,M,53000,5
9195,49,F,78000,5
9196,77,M,111000,6
9199,77,M,80000,6
9200,53,M,116000,7
9201,82,F,81000,7
9202,56,M,75000,4
9203,85,F,115000,5
9204,62,M,102000,6
9205,64,M,98000,4
9207,48,M,100000,5
9209,60,F,74000,7
9210,53,O,67000,4
9211,43,M,77000,4
9212,74,F,117000,5
9213,53,M,94000,4
9214,48,M,66000,4
9215,51,F,62000,8
9216,34,M,68000,4
9217,72,F,37000,6
9218,44,F,51000,5
9219,25,M,30000,6
9220,80,M,72000,4
9221,59,F,92000,5
9223,32,M,43000,5
9224,56,M,64000,5
9225,66,O,50000,6
9226,28,F,75000,5
9227,61,F,59000,6
9228,29,F,32000,6
9229,29,M,40000,4
9230,36,M,45000,5
9231,69,F,79000,5
9232,41,M,61000,6
9233,58,M,64000,4
9235,65,F,51000,5
9236,70,M,56000,4
9237,68,M,68000,6
9238,57,F,35000,4
9239,54,M,57000,4
9240,65,F,95000,6
9241,75,M,56000,5
9242,66,M,62000,6
9244,48,F,100000,5
9245,62,F,92000,7
9246,28,M,60000,7
9247,47,F,39000,4
9248,77,F,44000,5
9249,25,M,33000,5
9250,64,M,69000,4
9251,80,F,88000,6
9252,34,M,34000,5
9253,59,M,36000,8
9254,20,M,44000,4
9255,47,M,66000,7
9256,42,M,93000,8
9258,89,M,74000,7
9260,43,M,89000,4
9261,29,M,60000,4
9262,61,F,64000,6
9263,63,F,67000,6
9264,28,M,33000,4
9265,53,F,100000,5
9266,38,M,45000,7
9267,42,M,60000,8
9268,60,F,62000,5
9269,33,M,58000,5
9270,30,M,59000,6
9271,37,M,51000,6
9272,34,M,71000,8
9275,40,F,56000,9
9276,83,M,66000,6
9277,51,M,96000,5
9278,31,M,56000,4
9279,36,M,63000,4
9280,67,F,52000,6
9281,46,F,75000,7
9282,51,M,64000,7
9283,52,F,80000,6
9284,70,M,45000,4
9285,75,M,97000,6
9286,43,O,70000,5
9287,34,F,35000,6
9288,38,F,58000,5
9289,44,M,62000,7
9290,70,M,55000,4
9291,45,M,65000,5
9292,56,M,72000,5
9293,59,F,88000,6
9294,28,F,58000,5
9295,76,M,68000,4
9296,66,M,58000,4
9297,42,F,35000,6
9299,41,M,41000,4
9300,30,M,33000,9
9301,24,M,62000,5
9302,60,M,40000,5
9303,52,F,50000,6
9304,83,M,81000,4
9305,58,M,85000,4
9306,48,M,75000,5
9308,58,F,102000,4
9309,55,M,52000,8
9310,81,F,65000,4
9312,59,F,98000,5
9313,61,M,57000,8
9314,48,M,59000,6
9315,19,M,59000,7
9316,56,M,97000,7
9317,67,M,82000,4
9318,62,M,78000,8
9319,77,F,117000,6
9321,74,M,112000,6
9322,84,F,83000,6
9324,86,M,90000,5
9325,47,M,50000,4
9326,76,F,66000,6
9327,79,M,54000,5
9330,65,M,59000,5
9331,31,M,69000,4
9333,72,M,54000,4
9334,19,M,70000,5
9335,87,F,37000,8
9336,32,M,63000,4
9337,44,M,46000,5
9338,40,F,75000,4
9339,51,F,41000,5
9340,26,M,50000,7
9341,47,M,40000,5
9342,51,M,69000,5
9343,77,M,103000,5
9344,31,M,72000,5
9345,36,M,72000,6
9346,70,F,100000,6
9347,54,M,40000,4
9348,18,M,41000,6
9349,22,O,64000,5
9350,72,F,75000,5
9352,80,F,82000,5
9353,47,M,63000,4
9354,59,F,56000,4
9355,60,M,66000,5
9356,61,M,98000,8
9357,27,M,69000,5
9358,60,F,88000,6
9359,69,F,105000,5
9360,62,M,32000,5
9361,29,M,57000,5
9362,84,M,32000,4
9363,65,M,40000,6
9364,39,M,71000,5
9365,24,M,65000,5
9366,62,F,84000,6
9367,59,F,57000,5
9368,47,M,46000,4
9369,43,F,68000,7
9370,83,M,71000,5
9371,49,F,94000,4
9372,79,F,70000,5
9373,58,F,32000,7
9374,87,F,46000,6
9375,67,M,89000,6
9376,29,M,72000,5
9377,40,F,78000,6
9378,59,F,49000,6
9379,55,M,74000,4
9380,51,F,97000,5
9382,71,F,86000,6
9383,61,M,33000,9
9386,21,M,46000,5
9387,41,F,38000,4
9388,50,F,91000,4
9389,30,F,54000,6
9390,57,F,74000,6
9391,48,M,42000,8
9392,60,F,93000,6
9393,76,M,64000,5
9394,63,F,93000,4
9395,64,F,75000,6
9397,31,M,45000,4
9398,65,F,83000,5
9399,30,M,67000,4
9400,51,F,51000,4
9401,77,M,75000,5
9402,56,M,82000,7
9403,49,F,44000,5
9404,40,F,58000,6
9405,62,F,120000,5
9406,64,M,79000,5
9408,76,F,71000,6
9410,79,F,67000,4
9411,21,F,66000,7
9412,80,F,116000,5
9413,41,M,58000,6
9414,22,M,48000,5
9415,65,F,84000,5
9417,68,F,119000,7
9418,19,F,44000,4
9419,22,M,35000,5
9420,76,F,32000,6
9421,57,F,96000,4
9422,60,F,83000,6
9423,90,F,66000,5
9424,27,M,57000,4
9425,81,F,75000,6
9426,55,M,61000,5
9428,25,F,53000,8
9429,75,F,56000,6
9430,80,M,96000,4
9431,34,M,42000,5
9432,77,M,49000,5
9433,43,F,60000,7
9434,41,M,49000,6
9435,74,F,92000,7
9436,71,M,57000,5
9437,22,M,36000,6
9438,63,M,43000,4
9439,80,F,71000,4
9440,60,F,57000,6
9441,42,M,58000,5
9442,58,F,68000,5
9443,70,M,82000,4
9444,30,M,43000,8
9445,59,F,98000,6
9447,47,M,74000,4
9448,39,M,65000,5
9449,51,F,84000,6
9451,41,F,57000,4
9452,58,M,66000,4
9453,53,M,33000,5
9454,53,M,34000,5
9455,45,M,90000,7
9456,77,F,37000,5
9457,50,M,92000,7
9458,55,F,55000,6
9460,39,M,50000,5
9461,38,M,75000,4
9463,79,M,58000,9
9465,55,M,105000,5
9466,24,M,50000,5
9467,22,M,42000,4
9468,50,M,72000,6
9469,61,M,77000,5
9470,64,M,72000,7
9472,90,M,57000,4
9473,49,M,51000,4
9474,34,F,56000,5
9475,93,F,74000,6
9476,70,M,46000,6
9477,51,M,78000,4
9478,54,M,89000,6
9479,61,M,71000,7
9480,53,F,110000,6
9481,76,F,114000,7
9482,60,F,97000,6
9483,49,M,79000,5
9484,88,F,63000,5
9485,46,M,34000,5
9487,49,M,70000,8
9488,26,M,72000,5
9489,39,M,59000,6
9490,56,F,92000,5
9491,54,F,73000,5
9492,40,O,88000,5
9493,79,M,114000,7
9494,72,F,109000,5
9495,70,F,59000,6
9496,52,M,59000,5
9497,54,M,61000,4
9499,84,F,61000,5
9500,46,F,65000,5
9501,71,M,52000,5
9502,49,F,56000,6
9504,64,F,55000,5
9505,21,F,59000,4
9506,78,F,82000,5
9507,58,M,87000,6
9509,72,M,58000,9
9510,42,M,67000,6
9511,38,F,49000,4
9512,27,F,70000,4
9513,53,M,57000,5
9514,71,F,81000,6
9515,41,M,73000,4
9516,51,M,63000,6
9517,41,F,91000,5
9518,53,M,105000,4
9519,80,F,53000,4
9520,46,M,66000,7
9521,66,M,43000,6
9522,39,F,73000,5
9523,71,M,48000,5
9524,92,F,78000,4
9526,20,F,74000,5
9527,58,M,118000,6
9528,58,M,74000,5
9529,24,M,59000,4
9530,53,F,70000,4
9531,65,M,65000,7
9532,70,F,85000,5
9533,59,F,81000,4
9534,35,M,65000,6
9535,78,F,84000,4
9536,70,F,35000,7
9537,39,M,57000,5
9538,26,M,33000,5
9540,57,F,87000,4
9541,90,M,34000,5
9542,27,M,41000,4
9543,92,F,65000,6
9544,47,M,74000,5
9545,65,M,67000,5
9546,29,F,45000,7
9547,44,M,69000,5
9548,56,M,111000,5
9549,58,M,41000,5
9550,58,M,46000,5
9551,41,M,55000,4
9554,71,M,43000,4
9555,69,F,61000,7
9556,59,F,80000,6
9557,76,F,103000,5
9558,48,M,52000,4
9559,54,F,93000,5
9562,41,M,72000,4
9563,54,M,45000,5
9564,50,M,84000,8
9565,65,F,43000,6
9566,64,F,95000,6
9567,52,M,67000,8
9568,47,M,51000,5
9569,62,M,65000,4
9570,63,F,83000,6
9571,48,F,42000,6
9572,63,F,115000,5
9574,48,F,38000,6
9575,69,F,66000,5
9580,42,M,68000,5
9581,25,M,35000,5
9582,68,F,95000,4
9584,65,M,60000,4
9585,45,M,36000,4
9586,82,F,74000,4
9588,85,M,60000,6
9590,83,M,70000,4
9591,76,F,38000,4
9592,52,F,33000,5
9593,67,M,52000,4
9594,51,M,74000,4
9595,69,F,56000,7
9596,50,M,51000,4
9597,42,F,46000,4
9598,60,M,97000,5
9599,61,M,64000,7
9601,75,F,57000,4
9602,31,F,71000,4
9603,26,M,42000,4
9604,50,F,63000,5
9605,53,M,53000,5
9606,62,F,77000,6
9607,59,F,55000,7
9608,31,M,53000,4
9609,45,M,52000,4
9610,86,F,70000,5
9611,29,F,53000,4
9612,43,M,43000,5
9613,69,M,51000,6
9614,52,M,41000,5
9615,52,F,51000,6
9616,56,M,41000,4
9617,56,M,33000,4
9618,68,M,119000,5
9619,69,M,46000,5
9620,61,M,94000,4
9621,71,F,63000,4
9622,78,M,52000,4
9623,22,F,72000,5
9625,65,M,33000,7
9627,60,F,80000,6
9628,59,M,71000,4
9629,55,F,109000,6
9630,64,M,67000,5
9631,63,M,53000,5
9632,46,M,72000,6
9633,52,F,85000,6
9634,59,M,70000,5
9635,50,F,87000,8
9636,70,M,64000,6
9637,61,F,61000,5
9638,55,F,82000,4
9639,75,F,78000,5
9642,50,F,62000,5
9643,20,M,43000,6
9644,62,M,94000,6
9645,65,M,88000,5
9646,51,M,80000,5
9647,67,F,76000,5
9649,67,M,38000,6
9650,27,F,73000,5
9651,61,F,77000,7
9652,30,M,48000,9
9653,67,F,66000,5
9654,54,M,90000,5
9655,29,M,54000,6
9656,54,F,91000,7
9657,33,F,52000,5
9658,40,M,34000,6
9659,68,F,87000,6
9660,40,M,33000,7
9661,76,F,68000,5
9662,47,F,88000,8
9664,64,F,85000,4
9665,51,F,61000,5
9667,65,F,73000,5
9668,37,M,86000,6
9669,53,M,89000,6
9670,48,M,98000,5
9671,66,F,90000,5
9672,72,M,73000,4
9673,71,M,78000,6
9674,64,O,65000,5
9676,55,M,70000,5
9677,21,F,69000,6
9678,40,M,32000,4
9679,72,M,31000,9
9680,58,M,93000,7
9681,24,M,73000,6
9682,56,F,110000,6
9683,59,M,85000,6
9684,60,M,86000,5
9685,65,F,68000,6
9686,74,M,85000,5
9687,46,M,39000,9
9688,52,F,92000,5
9689,74,M,35000,4
9690,46,M,38000,4
9691,33,M,63000,7
9692,80,F,38000,6
9693,49,M,47000,5
9694,41,F,67000,5
9697,67,M,108000,6
9698,74,M,70000,6
9699,88,F,50000,5
9700,50,M,61000,8
9703,47,F,55000,7
9705,66,M,40000,6
9706,20,M,35000,5
9707,80,M,42000,9
9709,58,M,77000,4
9710,48,M,91000,5
9711,36,M,32000,8
9712,60,F,108000,7
9713,77,M,75000,5
9714,76,F,55000,5
9715,27,M,34000,5
9716,26,M,61000,4
9718,28,M,36000,5
9719,53,M,57000,8
9720,57,F,85000,5
9722,63,M,34000,5
9723,53,O,68000,5
9724,65,M,58000,5
9725,33,M,49000,6
9726,72,F,61000,5
9728,18,M,51000,5
9729,49,M,53000,5
9730,42,F,46000,5
9731,50,F,78000,6
9732,51,M,59000,5
9733,19,M,39000,8
9734,46,F,96000,8
9735,33,M,57000,5
9736,48,M,42000,8
9738,57,F,95000,5
9739,66,M,68000,5
9740,60,M,63000,5
9741,40,M,45000,6
9742,82,F,80000,4
9743,72,M,80000,6
9744,46,M,32000,6
9745,76,M,86000,5
9746,52,F,93000,7
9747,53,F,77000,5
9748,46,M,98000,7
9749,62,M,73000,6
9750,38,F,66000,6
9751,49,M,38000,4
9752,55,M,56000,4
9753,48,F,87000,6
9754,33,M,70000,7
9755,60,M,63000,4
9756,24,M,57000,4
9757,34,F,64000,5
9758,61,F,51000,6
9760,30,F,58000,5
9763,69,M,108000,6
9764,80,M,98000,5
9765,75,F,49000,6
9766,63,M,30000,4
9767,58,F,74000,5
9769,50,F,83000,6
9770,38,M,37000,4
9771,62,F,51000,5
9772,54,M,60000,5
9773,65,F,64000,5
9774,68,M,41000,4
9775,45,F,73000,7
9776,81,F,84000,6
9777,26,M,34000,4
9778,66,F,56000,8
9779,58,M,79000,6
9780,52,M,47000,5
9781,49,F,85000,5
9782,25,F,32000,8
9783,75,M,85000,5
9784,32,M,71000,4
9785,61,M,57000,6
9786,47,M,69000,4
9787,24,F,40000,7
9788,72,M,94000,6
9789,55,M,76000,5
9790,61,M,67000,4
9791,26,F,74000,4
9793,69,F,109000,4
9794,58,F,79000,7
9795,55,F,88000,6
9796,65,F,82000,6
9797,76,M,54000,7
9798,29,F,64000,4
9799,24,M,38000,5
9800,67,M,118000,5
9801,49,M,98000,7
9803,94,M,74000,5
9804,85,F,34000,4
9805,53,F,34000,4
9807,24,F,50000,4
9808,70,F,118000,4
9809,49,F,56000,5
9811,60,F,50000,5
9812,37,M,70000,5
9813,81,F,36000,7
9814,51,F,99000,6
9815,72,F,54000,6
9817,58,F,47000,6
9818,49,F,96000,6
9819,63,F,107000,4
9821,54,M,53000,5
9823,53,M,57000,5
9824,29,M,59000,9
9825,70,M,116000,6
9826,28,F,45000,5
9827,35,M,38000,4
9829,62,M,72000,5
9830,83,F,37000,6
9831,34,M,73000,6
9832,21,M,72000,6
9833,52,F,73000,5
9834,40,F,52000,4
9835,65,F,78000,5
9838,78,F,89000,6
9839,53,M,64000,7
9840,38,F,77000,5
9844,35,M,45000,6
9845,75,M,87000,5
9846,36,M,64000,4
9847,20,O,67000,4
9848,63,F,104000,6
9849,65,M,77000,6
9850,51,F,84000,5
9851,94,M,75000,6
9852,24,M,65000,4
9853,70,M,119000,6
9854,39,M,94000,6
9855,48,F,55000,9
9856,37,M,36000,5
9857,74,F,115000,4
9858,36,M,41000,6
9859,52,M,35000,8
9860,57,M,72000,4
9861,24,F,39000,4
9862,47,F,65000,5
9863,55,M,80000,5
9864,43,M,67000,6
9865,84,M,66000,7
9866,72,M,55000,7
9867,53,F,75000,7
9868,61,M,41000,4
9869,61,F,82000,4
9870,78,F,93000,5
9871,49,F,81000,4
9872,60,F,36000,4
9874,56,M,49000,6
9876,54,F,64000,5
9877,61,F,115000,6
9879,52,F,70000,5
9880,68,F,58000,7
9881,73,M,54000,9
9882,22,M,40000,4
9884,22,F,40000,5
9885,55,F,32000,5
9886,27,M,44000,5
9887,54,M,94000,4
9888,61,F,33000,6
9889,80,M,35000,4
9890,47,M,34000,5
9891,67,F,60000,4
9892,62,F,62000,6
9893,60,F,46000,8
9895,45,M,55000,5
9896,38,M,46000,4
9897,20,M,32000,4
9898,43,M,72000,5
9899,45,M,35000,4
9901,19,M,67000,4
9902,72,F,60000,7
9903,58,F,119000,5
9904,47,M,39000,6
9905,60,M,45000,7
9906,31,M,46000,6
9907,66,M,73000,6
9908,25,F,63000,5
9909,71,M,90000,5
9910,32,M,33000,5
9912,59,M,40000,8
9913,53,M,38000,5
9914,73,F,108000,6
9915,49,F,60000,5
9916,56,M,84000,4
9917,46,F,51000,5
9918,44,F,70000,6
9919,51,F,60000,4
9920,71,F,72000,5
9921,38,F,87000,6
9922,86,F,55000,6
9923,50,M,42000,5
9924,33,F,74000,6
9925,55,M,37000,8
9927,46,M,46000,7
9928,30,M,74000,4
9929,93,F,115000,5
9931,49,F,72000,7
9932,58,F,105000,5
9933,58,M,84000,7
9934,45,M,63000,5
9935,20,M,70000,4
9937,27,M,50000,7
9939,41,M,64000,7
9940,48,F,34000,5
9941,71,F,63000,4
9942,51,O,69000,5
9943,37,F,59000,5
9944,38,M,41000,4
9946,50,M,70000,4
9948,65,M,59000,6
9949,78,M,79000,5
9950,53,F,73000,5
9951,21,M,45000,4
9953,39,F,51000,4
9954,24,O,36000,4
9955,48,M,45000,5
9956,41,F,94000,6
9957,36,M,34000,4
9958,69,F,80000,5
9959,32,F,50000,8
9960,61,F,71000,5
9961,40,M,52000,4
9963,61,F,47000,5
9964,86,M,44000,6
9965,83,F,82000,5
9966,61,F,60000,8
9968,88,M,67000,4
9969,48,M,65000,4
9970,53,F,103000,4
9971,52,F,73000,5
9973,40,M,64000,4
9974,91,F,54000,5
9975,55,F,101000,7
9976,67,M,66000,4
9977,61,F,97000,5
9978,45,M,55000,5
9979,62,M,62000,4
9980,62,M,33000,6
9981,52,F,63000,6
9982,38,F,48000,6
9983,68,M,51000,5
9985,42,F,58000,5
9986,59,M,59000,6
9987,45,M,55000,5
9988,71,M,99000,4
9989,51,M,33000,8
9990,57,M,82000,5
9991,71,M,96000,5
9992,37,F,83000,5
9993,44,F,35000,5
9994,64,F,56000,8
9995,46,M,100000,5
9996,89,M,46000,6
9997,48,M,46000,5
9998,65,M,51000,4
9999,63,M,90000,6
10001,56,F,71000,6
10002,69,M,62000,7
10003,66,F,74000,4
10004,64,M,53000,4
10005,28,M,64000,5
10006,37,M,66000,6
10007,58,M,82000,5
10008,66,M,69000,5
10010,55,F,104000,5
10011,48,F,59000,5
10012,32,F,69000,4
10014,58,M,103000,6
10016,68,F,109000,6
10019,66,F,55000,4
10020,30,M,67000,9
10021,96,F,78000,6
10022,62,M,69000,5
10023,33,F,30000,5
10024,60,M,65000,8
10026,56,F,46000,4
10027,69,F,83000,7
10028,56,M,70000,6
10029,24,M,35000,5
10030,55,F,80000,4
10031,61,F,77000,6
10032,61,M,78000,4
10033,58,F,87000,5
10034,41,M,44000,4
10036,27,M,59000,9
10037,44,F,58000,5
10038,65,F,96000,4
10039,30,F,69000,7
10040,68,F,117000,6
10042,56,M,67000,4
10044,53,M,32000,4
10047,33,M,42000,7
10048,52,M,92000,4
10049,57,M,73000,6
10050,58,M,75000,5
10052,60,M,51000,5
10053,60,M,32000,4
10054,38,M,48000,4
10055,52,M,79000,7
10056,69,M,61000,6
10057,19,M,54000,4
10058,71,F,64000,6
10059,88,F,61000,4
10060,52,F,78000,7
10062,49,F,91000,4
10063,61,M,94000,7
10064,25,F,60000,6
10066,28,F,72000,4
10067,57,F,93000,6
10068,69,M,44000,8
10069,42,M,62000,4
10070,73,F,62000,6
10071,53,F,42000,5
10072,76,M,51000,4
10073,72,F,75000,7
10074,72,M,46000,5
10075,43,M,37000,5
10077,28,M,58000,4
10078,89,M,67000,7
10079,38,M,70000,4
10081,59,F,93000,5
10082,94,F,49000,4
10083,49,F,60000,5
10084,64,M,75000,7
10085,67,M,88000,5
10087,53,F,62000,5
10088,63,M,50000,5
10089,53,M,79000,7
10091,41,F,93000,4
10093,61,F,60000,5
10094,80,F,97000,6
10095,27,M,62000,8
10096,71,F,65000,6
10097,57,F,97000,5
10098,54,F,86000,5
10099,39,F,94000,5
10100,95,F,93000,6
10101,66,M,33000,7
10103,71,M,78000,4
10104,79,M,31000,5
10107,62,F,51000,4
10108,64,M,84000,6
10109,57,F,102000,5
10110,48,F,91000,6
10111,19,F,31000,4
10112,26,M,53000,8
10113,65,F,44000,6
10114,61,M,52000,5
10115,80,M,34000,9
10116,81,F,110000,4
10117,98,M,64000,5
10118,62,F,88000,4
10119,66,M,83000,4
10121,76,F,96000,6
10122,84,F,61000,5
10123,64,M,104000,5
10125,64,M,69000,5
10126,63,F,98000,5
10127,21,F,50000,8
10128,33,F,42000,4
10129,26,F,73000,5
10130,52,M,67000,5
10132,49,M,112000,7
10133,59,M,47000,5
10134,39,F,71000,6
10135,91,F,107000,7
10136,50,F,79000,5
10137,22,F,49000,4
10138,54,M,48000,4
10139,66,M,80000,5
10140,80,F,82000,5
10141,38,M,36000,4
10142,58,M,97000,5
10144,22,M,41000,4
10145,70,F,98000,6
10146,37,M,48000,4
10147,54,M,105000,4
10148,59,F,47000,5
10149,61,M,54000,6
10150,74,M,51000,5
10151,41,M,44000,5
10152,39,M,70000,5
10153,31,M,37000,7
10154,57,F,51000,4
10155,70,F,101000,7
10156,69,M,71000,5
10157,22,M,59000,4
10158,74,M,85000,5
10159,63,M,32000,5
10160,58,F,39000,4
10161,55,F,71000,5
10162,75,F,66000,5
10163,69,M,30000,4
10164,34,M,35000,8
10165,69,F,43000,4
10166,31,M,49000,5
10168,51,M,71000,7
10169,63,M,64000,6
10170,70,M,51000,4
10171,63,F,33000,5
10173,42,M,53000,4
10174,42,M,54000,5
10176,23,M,59000,5
10177,57,M,70000,4
10178,67,F,93000,9
10179,40,M,71000,4
10180,21,M,38000,5
10181,64,M,72000,5
10183,58,F,54000,5
10184,52,F,105000,5
10185,59,M,36000,7
10186,21,M,45000,5
10187,58,M,43000,8
10188,57,M,50000,5
10189,81,M,79000,4
10190,70,F,97000,4
10191,60,M,84000,6
10192,64,F,76000,4
10193,55,M,91000,6
10194,69,M,116000,5
10195,43,M,61000,4
10196,67,F,67000,6
10197,55,M,68000,4
10198,80,M,32000,4
10200,74,F,59000,4
10201,45,F,30000,5
10202,53,F,39000,4
10203,20,M,67000,5
10204,60,M,55000,4
10205,43,F,76000,5
10206,87,M,58000,4
10207,57,M,49000,5
10209,21,F,58000,4
10210,49,F,58000,5
10211,58,M,38000,4
10212,24,M,70000,4
10213,21,M,63000,4
10214,28,M,74000,7
10215,27,M,35000,4
10216,59,M,76000,5
10217,19,M,49000,6
